Question,Date,Answer,Student or Teacher or neither,Teachers subject knowledge,Differentiation,Lack of time,Approaches to teaching,Dry,Assessment,Lack of support,Students lack of understanding,Problem solving skills,Resilience,Not engaged,Ability in maths,Literacy skills,Not remembering,Not practising,Technical problems,Lack of resources,Finding resources,Curriculum,Fun,Terminology
What can be considered as common knowledge in an online Mathematics course?,27/09/2023,2,t,,,,,,,,,,,,,,,,,,,1,,
Is there a resource for learning to read mathematical notation/equations/formulae?,28/09/2023,7,t,1,,,,,,,,,,,,,,,,,1,,,
"Plainly by eye, how can 16 year olds visually distinguish b⃗ −r⃗ b→−r→ from |b⃗ |−|r⃗ ||b→|−|r→|?",01/10/2023,3,t,,,,1,,,,,,,,,,,,,,,,,
"Antiderivative of 1/x1/x, with or without absolute value?",02/10/2023,4,t,,,,1,,,,,,,,,,,,,,,,,1
Sourcing and verifying calculus applications,02/10/2023,2,t,,,,1,,,,,,,,,,,,,,,,,
Does there exist a (statistical) topology induced by students on the space of algebraic formulas? :),02/10/2023,1,t,,,,,,,,1,,,,,,,,,,1,,,
"Is there a way to extend the analogy that fractions means ""x out of y"" to show that fractions are also dividing?",03/10/2023,4,t,,,,1,,,,,,,,,,,,,,,,,
What are some common errors and misconceptions about the Pythagorean Theorem?,04/10/2023,3,t,,,,,,,,1,,,,,,,,,,,,,
What would be a good pacing for teaching this calculus 2 course?,06/10/2023,1,t,,,,1,,,,,,,,,,,,,,,,,
Students can't seem to grasp the intent of tangent lines and getting general trends of derivatives from graphs,06/10/2023,15,t,,,,1,,,,1,,,,,,,,,,,,,1
"How should an educator answer a student who asks ""Can this theorem be deduced in other systems of set theory?""",09/10/2023,2,t,,,,1,,,,,,,,,,,,,,,,,
What can I do when advanced undergraduate and/or early graduate STEM students cannot perform correct math manipulations?,09/10/2023,14,t,,,,1,,,,1,,,,,,,,,,,,,
"""Real life"" examples of limits of functions at finite points",10/10/2023,6,t,,,,1,,,,,,,,,,,,,,,,,
"How to explain why we can’t factor xn+ynxn+yn for all natural numbers n, to 13 year olds?",15/10/2023,3,t,,,,1,,,,,,,,,,,,,,,,,
"How to motivate xn−yn≡(x−y)(xn−1+xn−2y+...+xyn−2+yn−1)xn−yn≡(x−y)(xn−1+xn−2y+...+xyn−2+yn−1), to 13 year olds?",15/10/2023,4,t,,,,1,,,,,,,,,,,,,,,,,
"To 17 year olds, how can I explain that two numbers with arbitrarily small difference are equal?",15/10/2023,13,t,,,,1,,,,,,,,,,,,,,,,,
When is it appropriate to warn about the difficulty of a subject?,16/10/2023,4,t,,,,1,,,,,,,,,,,,,,,,,
Is this a viable Calculus 1 question?,17/10/2023,3,t,,,,,,1,,,,,,,,,,,,,,,
Natural origins or learned habit: Why do students skip concepts before applications?,18/10/2023,17,t,,,,1,,,,,,,,,,,,,,,,,
Alternative to Quizlet live that supports latex formulas,19/10/2023,1,t,,,,,,,,,,,,,,,,1,,1,,,
Identifying Trigonometrical proofs,21/10/2023,1,t,,,,1,,,,,,,,,,,,,,,,,
"How can one lone picture prove the Triangle Inequality, |x−y|≤|x|+|y||x−y|≤|x|+|y|, |x|−|y|≤|x−y||x|−|y|≤|x−y|, and the Reverse Triangle Inequality?",21/10/2023,4,t,,,,1,,,,1,,,,,,,,,,,,,
What are some decent apps for Hasse diagrams?,23/10/2023,2,t,,,,,,,,,,,,,,,,1,,1,,,
Basic skill requirement suspension,24/10/2023,3,t,,,,,,1,,,,,,,,,,,,,,,
Cognitive activation vs cognitive load reduction,27/10/2023,2,t,,,,1,,,,,,,,,,,,,,,,,
"Why do most Analysis textbooks overlook, and fail to teach delta-epsilon proofs, using the K-ε principle?",27/10/2023,8,t,,,,,,,,,,,,,,,,,,,,,1
Idea of using LLMs to help communicate ideas in math,28/10/2023,1,t,,,,1,,,,,,,,,,,,,,,,,
"What are some ""deep"" questions to explore in elementary school math?",29/10/2023,18,t,,,,,,,,,,,,,,,,,,1,,,
Examples of Financial Institutions that Compute Interest Atypically?,31/10/2023,0,t,,,,,,,,,,,,,,,,,,1,,,
Educational resources commonly address slant asymptotes. Why not general polynomial asymptotes?,31/10/2023,4,t,,,,,,,,,,,,,,,,,,,1,,1
Online Probability Simulation for Compound Events,01/11/2023,2,t,,,,,,,,,,,,,,,,,,1,,,
Intuition for order of operations in compound transformations,02/11/2023,12,t,1,,,1,,,,1,,,,,,,,,,,,,
Game project using linear algebra,03/11/2023,1,t,,,,1,,,,,,,,,,,,,,1,,1,
Engaging Mathematical Riddles for Classroom Enrichment: examples and impact studies references,05/11/2023,11,t,,,,,,,,,1,,,,,,,,,1,,1,
"How can I teach intuition why ‘If P then Q’ and ‘P only if Q’ mean the same, to first year undergraduates?",05/11/2023,3,t,,,,1,,,,,,,,,,,,,,,,,
Summer or Semester Programs which bridge to Graduate Mathematics,07/11/2023,3,t,,,,,,,,,,,,,,,,,,1,,,
Importance of complex numbers knowledge in real roots application,08/11/2023,6,t,,,,1,,,,,,,,,,,,,,,,,
Is there a standard convention for interpreting ambiguous absolute value expressions?,10/11/2023,3,t,,,,,,,,,,,,,,,,,,,,,1
How can we explain intuitively the convergence and divergence of these two series?,10/11/2023,4,t,,,,1,,,,,,,,,,,,,,,,,
Fixing wrong ideas about coefficients (e.g. subtract 3 from 3x to isolate x),16/11/2023,12,t,,,,1,,,,1,,,,,,,,,,,,,
Does a proof by induction have to explicitly refer to the principle of mathematical induction?,18/11/2023,11,t,,,,,,,,,,,,,,,,,,,,,1
"What to do with ""wild goose chase"" or ""quantum leap""-types of incorrect solutions when you ask students to prove/show something?",18/11/2023,3,t,,,,,,,,,,,,,,,,,,,,,1
Help finding a YouTube channel for Linear Algebra,20/11/2023,1,t,,,,,,,,,,,,,,,,,,1,,,
Requesting a Polynomial System of Equations,20/11/2023,5,t,,,,1,,,,,,,,,,,,,,1,,,
Bridging the gap between students' intuitive problem-solving abilities and expressing ideas through formal writing,27/11/2023,1,t,,,,1,,,,,1,,,,,,,,,,,,1
Loaning students calculators during exams,27/11/2023,7,t,,,,,,,,,,,,,,,,,,,,,
"""Tools"" (literarily) for solving linear or quadratic equations",27/11/2023,0,t,,,,1,,,,,,,,,,,,,,,,,
Any examples of calculus sequence that deemphasizes calculation tricks?,28/11/2023,4,t,,,,1,,,,,,,,,,,,,,1,,,
Special topics for introductory probability,01/12/2023,7,t,,,,1,,,,,,,,,,,,,,,1,,
Problem of the Week for College Students,05/12/2023,1,t,,,,,,,,,,,,,,,,,,1,,,
ADHD superfocus and motivation for mathematics,06/12/2023,2,t,,1,,,,,,,,,,,,,,,,,,,
Strategies for Designing Challenging Yet Feasible Quiz Problems for Upper-Level Math Courses,07/12/2023,1,t,,,,,,,,,,,,,,,,,,,,,
Examples for advanced math courses based on measurable learning objectives,10/12/2023,0,t,,,,,,,,,,,,,,,,,,,1,,
Textbook For a Course on Classical Geometry,11/12/2023,5,t,,,,,,,,,,,,,,,,,,1,1,,
Strategies for Fair Assessment in Mixed-Ability Undergraduate Math Classes,14/12/2023,1,t,,1,,,,1,,,,,,,,,,,,,,,
Topological fun facts for high school students,18/12/2023,11,t,,,,1,,,,,,,,,,,,,,,,,
How to mention a long theorem in a presentation/beamer,29/12/2023,2,t,,,,1,,,,,,,,,,,,,,,,,
Best practices for Proof Revision/ Proof Portfolio?,01/01/2024,3,t,,,,,,1,,,,,,,,,,,,,,,
"What are common mistakes that students will make when solving ""What's the original price"" percentage problems?",02/01/2024,3,t,,,,1,,,,1,,,,,,,,,,,,,
OER text for the mathematics of fair division,03/01/2024,0,t,,,,,,,,,,,,,,,,,,1,,,
Whether to tell students how difficult (you think) a problem is,04/01/2024,4,t,,,,1,,,,,,,,,,,,,,,,,
"Do you think with the advent of Desmos/GeoGebra, the Moore Method is more accessible to high school?",06/01/2024,1,t,,,,,,,,,1,,,,,,,,,1,,,
How can we motivate that Newton's method is useful?,12/01/2024,6,t,,,,1,,,,,,,,,,,,,,,,,
Infinite descent method in geometry,14/01/2024,2,t,,,,1,,,,,,,,,,,,,,,,,
Alternative approaches in basic mathematical operations,15/01/2024,7,t,,,,1,,,,,,,,,,,,,,,1,,
"Some whiteboard program specialized for ""typing"" with latex support",16/01/2024,2,t,,,,,,,,,,,,,,,,1,,1,,,
1st time math teacher 1st test feedback appreciated,18/01/2024,0,t,,,,,,1,,1,,,,,,,,,,,,,
"What is the terminology for ""self-referral"" integrals in calculus?",19/01/2024,2,t,,,,,,,,,,,,,,,,,,,,,1
Mnemonics for memorizing the difference between a closed interval and an open interval,21/01/2024,1,t,,,,1,,,,,,,,,,,,,,,,,1
Flashcards and Study Methods for Undergraduate and Masters Degrees,25/01/2024,3,t,,,,1,,,,1,,,,,,,,,,,,,
Sources of sample data for regressions,25/01/2024,3,t,,,,,,,,,,,,,,,,,,1,,,
A good book about mathematical thinking,25/01/2024,6,t,,,,1,,,,1,,,,,,,,,,1,,,
"Motivating a definition of ""gap"" in a line just barely more advanced than the one used in the typical first-year calculus course",31/01/2024,4,t,,,,1,,,,,,,,,,,,,,,,,1
Regarding finding eigenvalues and minimal polynomial of an operator with limited tools while following Sheldon Axler,06/02/2024,3,t,,,,1,,,,,,,,,,,,,,1,,,
Resources for designing math degree programs,08/02/2024,1,t,,,,,,,,,,,,,,,,,,1,1,,
Confusing variables with units in simple equations,09/02/2024,8,t,,,,1,,,,1,,,,,,,,,,,,,
About a difficult exercise for 12 years pupils,10/02/2024,1,t,,,,,,,,,,,,,,,,,,,,,1
Looking for interesting tasks and activities for 6th grade students for a course on problem solving,14/02/2024,2,t,,,,,,,,,1,,,,,,,,,1,,,
Does some textbook on probability use a particular way (described here) of accomplishing the segue into continuous distributions?,14/02/2024,1,t,,,,1,,,,,,,,,,,,,,1,1,,
Applications of High School Geometry,18/02/2024,11,t,,,,1,,,,,,,,,,,,,,,,,
Effectiveness of Requiring Students to Repeat Proofs Presented in Class,20/02/2024,9,t,,,,1,,,,,,,,,,,,,,,,,
"What theorems from single-variable calculus break down in the multi-variable context?""",21/02/2024,6,t,,,,,,,,,,,,,,,,,,1,,,
Advice and Remedial Algebra Resources for Students Committed to Calculus,21/02/2024,2,t,,,,1,,,,1,,,,,,,,,,1,,,
"What are pros and cons of requiring students to create their own math questions, and what are some tips to make it work well?",24/02/2024,3,t,,,,1,,,,,,,,,,,,,,,,,
Comparison of two ways to introduce translation to 12-14 year olds,24/02/2024,2,t,,,,1,,,,,,,,,,,,,,,,,
Understanding common multiples,28/02/2024,1,t,,,,1,,,,,,,,,,,,,,,,,
"How would you prepare students for ""Alice and Bob"" Putnam problems?",28/02/2024,2,t,,,,1,,,,,1,,,,,,,,,,,,
Seeking Advice on Incorporating Online Discussions into Course Grading,29/02/2024,0,t,,,,,,1,,,,,,,,,,,,,,,
Is it a good idea to give partial points in grading,06/03/2024,7,t,,,,,,1,,,,,,,,,,,,,,,
Dominance of connectives: Why do we teach this?,07/03/2024,3,t,,,,,,,,,,,,,,,,,,,1,,
Why is a+b=b+aa+b=b+a?,07/03/2024,6,t,,,,1,,,,,,,,,,,,,,,,,
Real-World Problems for Teaching Extrema and Derivative Tests in STEM Education,07/03/2024,2,t,,,,1,,,,,,,,,,,,,,,,,
Why do some (pre-) calculus text allow r<0r<0 in polar coordinates?,08/03/2024,5,t,,,,1,,,,,,,,,,,,,,,1,,
How to assess students in real analysis?,10/03/2024,1,t,,,,,,1,,,,,,,,,,,,,,,
"When teaching an upper-level proof based course, what criteria do you use to determine which and how many problems to assign?",14/03/2024,1,t,,,,1,,,,,,,,,,,,,,,,,
"How to prove, without the LOTUS formula, to student that V[aX+b]=a2V[X]V[aX+b]=a2V[X]?",17/03/2024,3,t,,,,1,,,,,,,,,,,,,,,,,
What's the most practical and efficient way to sort exams on paper?,23/03/2024,11,t,,,,,,,,,,,,,,,,,,,,,
Engaging in a puzzle without a guidance of a leader while simultaneously being a component of that puzzle,27/03/2024,0,t,,,,,,,,,1,,,,,,,,,1,,1,
"How can graduates learn and apply university-level math, but fail to solve competition problems?",29/03/2024,5,t,,,,,,,,,1,,,,,,,,,,,,
Having students assess what problems they're ready for,30/03/2024,1,t,,,,,,1,,,,,,,,,,,,,,,
The value of homogeneous divisibility rules and of a numeration,01/04/2024,3,t,,,,1,,,,1,,,,,,,,,,,,,
Math textbook for secondary school using Logo like syntax,01/04/2024,1,t,,,,,,,,,,,,,,,,,,1,,,
Generating function example,01/04/2024,5,t,,,,1,,,,,,,,,,,,,,,,,
Math textbook for secondary school using Logo like language,03/04/2024,0,t,,,,,,,,,,,,,,,,,,1,,,
Book recommendations for Math for Biochemistry Course,04/04/2024,2,t,,,,,,,,,,,,,,,,,,1,,,
Math tools for restructured lectures,05/04/2024,3,t,,,,,,,,,,,,,,,,,,1,,,
Is there a mathematics core assessment rubric?,05/04/2024,1,t,,,,,,1,,,,,,,,,,,,,,,
How to grade a flipped class to improve participation and attendance,11/04/2024,1,t,,,,,,1,,,,,,,,,,,,,,,
What are some simple problems that calculators get wrong?,14/04/2024,22,t,,,,1,,,,,,,,,,,,,,1,,,
A visualization for the quotient rule,15/04/2024,7,t,,,,1,,,,,,,,,,,,,,1,,,
Earliest real-world uses of Calculus and Linear Algebra,21/04/2024,11,t,,,,,,,,,,,,,,,,,,1,,,
What are your most recommended resources to teach fractions?,26/04/2024,2,t,,,,1,,,,,,,,,,,,,,1,,,
Inner voice when reading mathematics,27/04/2024,10,t,,,,,,,,,,,,,,,,,,,,,1
What skills do algebra teachers wish their students had mastered before taking algebra?,30/04/2024,1,t,,,,,,,,,,,,,,,,,,,1,,
What is a corequisite course?,30/04/2024,6,t,,,,1,,,,,,,,,,,,,,,1,,
What Basic Math Skills Should Be Expected of Students in a University-Level Linear Algebra Course?,03/05/2024,7,t,,,,1,,,,,,,,,,,,,,,1,,
Producing defective matrix examples,04/05/2024,2,t,,,,1,,,,,,,,,,,,,,,,,
How Can I Encourage Students to Use AI Like ChatGPT Across Math Courses?,06/05/2024,7,t,,,,1,,,,,,,,,,,,,,,1,,
Math Progress for Year 2 Student?,09/05/2024,2,t,,1,,1,,,,,,,,,,,,,,,,,
Would you correct grading mistakes downwards if there is a mistake in grading?,10/05/2024,6,t,,,,,,1,,,,,,,,,,,,,,,
Correct notation of a Sample space,10/05/2024,2,t,,,,,,,,,,,,,,,,,,,,,1
"Which cognitive psychology findings are solid, that I can use to help my students?",11/05/2024,5,t,,,,1,,,,,,,,,,,,,,,,,
Resources to introduce Modular arithmetic,12/05/2024,0,t,,,,1,,,,,,,,,,,,,,1,,,
The easy and the hard problems involving independent events,16/05/2024,2,t,,,,1,,,,,,,,,,,,,,,,,1
"Logarithms properties, continuity and circular reasoning",16/05/2024,4,t,,,,1,,,,1,,,,,,,,,,,,,
Preparing students to face challenges caused by artificial intelligence,26/05/2024,2,t,,,,1,,,,,,,,,,,,1,,,,,
Why can't I teach that picking (un)popular integers doesn't lower Probability of winning lotteries?,02/06/2024,3,t,,,,,,,,,,,,,,,,,,1,,,
Examples of different languages with mathematically different names for concepts,05/06/2024,1,t,,1,,,,,,,,,,,,,,,,1,,,1
How to justify formula for area of triangle (or parallelogram),05/06/2024,5,t,,,,1,,,,,,,,,,,,,,,,,
"Assigning a semi-independent project for current math I students to learn a topic in Math II overlap with math I, and teach a math II class, how to?",13/06/2024,0,t,,,,1,,,,,1,,,,,,,,,,,,
What are signs your high school algebra II (arithmetic) course plan focuses heavily on the first half and neglects depth in the second half?,15/06/2024,1,t,,,,,,,,,,,,,,,,,,,1,,
"Making an online math course ""interactive""",16/06/2024,4,t,,,,1,,,,,,,,,,,,,,,,,
Is teaching how to solve recurrence relations using generating functions too much for a first year discrete maths course?,23/06/2024,4,t,,,,1,,,,,,,,,,,,,,,1,,
What kind of sequence is between an arithmetic and a geometric sequence?,28/06/2024,4,t,,,,,,,,,,,,,,,,,,,,,1
How can I distribute an exam to a large class without a lockdown broswer such as Respondus/Proctorio?,04/07/2024,6,t,,,,,,1,,,,,,,,,,1,,,,,
Real-life problems involving solving triangles,07/07/2024,7,t,,,,1,,,,,,,,,,,,,,1,,,
How to choose a textbook that is pedagogically optimal for oneself?,14/07/2024,4,t,,,,,,,,,,,,,,,,,,1,,,
References on maxima and minima serving as a pedagogical context to explore and gain a deeper understanding of real functions,16/07/2024,0,t,,,,1,,,,,,,,,,,,,,1,,,
Does this explanation of integration and the Fundamental Theorems of Calculus make any sense?,17/07/2024,2,t,,,,1,,,,,,,,,,,,,,,,,
Teaching students how to check the validity of their proofs,17/07/2024,5,t,,,,1,,,,,,,,,,,,,,,,,
Advice for assigning student projects in masters data science stats course,17/07/2024,2,t,,,,,,1,,,,,,,,,,,,1,,,
Question on implementation of PBL (problem or project-based learning) in Linear Algebra course,31/07/2024,3,t,,,,1,,,,,,,,,,,,,,,,,
Proof that ee is finite,03/08/2024,4,t,,,,1,,,,,,,,,,,,,,,,,
"How can middle school students intuit 'if not"" = ""except if'?",06/08/2024,2,t,,,,1,,,,,,,,,,,,,,,,,1
Emphasizing the decreasing condition in the Integral Test or in the AST (in Calculus II): is it worth the time?,10/08/2024,2,t,,,,1,,,,1,,,,,,,,,,,,,
"How can I teach, how to replace 'unless' with 'if not'?",16/08/2024,3,t,,,,1,,,,,,,,,,,,,,,,,1
Finding a Linear Algebra reading topic,18/08/2024,3,t,,,,,,,,,,,,,,,,,,1,1,,
"*very* simple examples for definite integrals, for programming and business students",19/08/2024,2,t,,,,1,,,,,,,,,,,,,,1,,,
Explaining Arithmetic Progression,22/08/2024,4,t,,,,1,,,,,,,,,,,,,,,,,
Why are volumes of revolution typically taught in Calculus 2 and not Calculus 3?,24/08/2024,5,t,,,,,,,,,,,,,,,,,,,1,,
"Intuitively, what does the 11 mean in ab=1(ba)ab=1(ba)?",04/09/2024,2,t,,,,,,,,,,,,,,,,,,,,,1
Defining Properties of a Line,09/09/2024,0,t,,,,1,,,,,,,,,,,,,,,,,1
Engaging students in the beauty of mathematics,10/09/2024,7,t,,,,1,,,,,,,1,,,,,,,,,,
Balancing Rigour and Application When Teaching Generating Functions to Computer Science Students,11/09/2024,1,t,,,,1,,,,1,,,,,,,,,,,,,
Foundations researching on activity-based projects in school level,18/09/2024,1,t,,,,,,,,,,,,,,,,,,1,1,,
Order of function transformations,29/09/2024,2,t,,,,,,,,,,,,,,,,,,,1,,
Is there an intuitive explanation for the properties of Pascal's triangle?,02/10/2024,4,t,,,,,,,,,,,,,,,,,,,1,,1
Iconic and symbolic representations,07/10/2024,1,t,,,,1,,,,1,,,,,,,,,,,,,
Hard PreCalculus Problems,11/10/2024,3,t,,,,,,,,,,,,,,,,,,1,,,
"What is the correct math term for ""same form""?",11/10/2024,2,t,,,,,,,,,,,,,,,,,,,,,1
Ideas how to make slides easily,18/10/2024,5,t,,,,1,,,,,,,,,,,,1,,,,,
Is using online interaction platforms like Wooclap effective in a university math classroom?,24/10/2024,2,t,,,,,,,,,,,,,,,,1,,1,,,
Difference between pre-algebra and early algebra in primary school teacher education,25/10/2024,1,t,,,,,,,,,,,,,,,,,,,,,1
Enhancing mathematical proof skills using AI (in university teaching),25/10/2024,1,t,,,,,,,,,,,,,,,,,,1,,,
"The origin of ""concave up"" and ""concave down""",25/10/2024,2,t,,,,,,,,,,,,,,,,,,,,,1
Solve 1<21<2. Does it make sense to ask this?,29/10/2024,3,t,,,,1,,,,,,,,,,,,,,,,,
Applications of line and surface integrals where the underlying space is not the physical space,07/11/2024,3,t,,,,1,,,,,,,,,,,,,,,,,
Should more basic methods of proof be taught BEFORE induction?,08/11/2024,1,t,,,,1,,,,,,,,,,,,,,,1,,
A single symbol or notation means many things - does this actually cause problems for learners?,08/11/2024,1,t,,,,1,,,,1,,,,,,,,,,,,,
I want to teach someone number theory in details starting from the beginning. How shall I start?,09/11/2024,1,t,,,,1,,,,,,,,,,,,,,,1,,
chaining implications and equivalences in proofs,10/11/2024,1,t,,,,,,,,,,,,,,,,,,,,,1
Where to position the carried integers in long multiplication workings?,21/11/2024,1,t,,,,1,,,,,,,,,,,,,,,,,
Notation yy vs y(x)y(x) for differential equation,25/11/2024,4,t,,,,,,,,,,,,,,,,,,,,,1
Formative alternative to midterms for a large class,30/11/2024,0,t,,,,,,1,,,,,,,,,,,,,,,
What's the value of teaching least squares in high school?,02/12/2024,2,t,,,,1,,,,,,,,,,,,,,,1,,
Book Recommendations Similar to Blanchard's Differential Equations,07/12/2024,0,t,,,,,,,,,,,,,,,,,,1,,,
Convincing the contrapositive is equivalent,08/12/2024,5,t,,,,1,,,,,,,,,,,,,,,,,
Good ways to help students overcome the mistake that 2a−3b+7a+4b=−5a+7b,10/12/2024,8,t,,,,1,,,,1,,,,,,,,,,,,,
Problem involving vectors and surfaces using analogy,16/12/2024,0,t,,,,1,,,,,,,,,,,,,,,,,
